"word","freq"
"were all",109
"with and",109
"you really",109
"a problem",108
"all these",108
"closer to",108
"cost of",108
"do what",108
"doing it",108
"game of",108
"grew up",108
"oh my",108
"role in",108
"the building",108
"they should",108
"to pm",108
"to walk",108
"years old",108
"a car",107
"a member",107
"a minute",107
"about their",107
"all those",107
"been the",107
"far as",107
"for about",107
"has an",107
"help you",107
"his family",107
"his life",107
"i actually",107
"it it",107
"much better",107
"night and",107
"said but",107
"stay tuned",107
"that day",107
"the church",107
"to begin",107
"to end",107
"woke up",107
"a perfect",106
"as possible",106
"be back",106
"but thats",106
"check it",106
"do so",106
"happy mothers",106
"has no",106
"i asked",106
"join us",106
"love this",106
"meant to",106
"not been",106
"on in",106
"read it",106
"say it",106
"the face",106
"the heat",106
"the league",106
"the nation",106
"the park",106
"the start",106
"though the",106
"to cut",106
"which are",106
"you ever",106
"are doing",105
"excited for",105
"four years",105
"from an",105
"fun to",105
"he got",105
"its my",105
"much i",105
"of things",105
"out my",105
"rt if",105
"state and",105
"the bus",105
"the opportunity",105
"the west",105
"to believe",105
"a certain",104
"because its",104
"been on",104
"followed by",104
"found a",104
"gave me",104
"getting ready",104
"id like",104
"it might",104
"let it",104
"me if",104
"me so",104
"on one",104
"result of",104
"saw a",104
"says the",104
"so its",104
"the answer",104
"the fire",104
"the heart",104
"the yearold",104
"them the",104
"to grow",104
"to lose",104
"to raise",104
"a quick",103
"as far",103
"both the",103
"god is",103
"i loved",103
"ive had",103
"know about",103
"looked at",103
"millions of",103
"of some",103
"on some",103
"parts of",103
"play in",103
"same thing",103
"the crowd",103
"the late",103
"the song",103
"there to",103
"this and",103
"this years",103
"to enjoy",103
"was able",103
"way too",103
"we see",103
"went on",103
"when people",103
"why are",103
"why the",103
"a happy",102
"be my",102
"block of",102
"call it",102
"day at",102
"day for",102
"does it",102
"felt like",102
"have one",102
"having to",102
"im on",102
"important to",102
"interest in",102
"is as",102
"is something",102
"is why",102
"just had",102
"little more",102
"of fun",102
"one who",102
"onto the",102
"people have",102
"so long",102
"start to",102
"sure you",102
"think im",102
"to feel",102
"what would",102
"work for",102
"you never",102
"after he",101
"and still",101
"are very",101
"began to",101
"both of",101
"for now",101
"go with",101
"in what",101
"it means",101
"it really",101
"matter what",101
"my house",101
"so to",101
"someone else",101
"still in",101
"the beach",101
"the south",101
"they need",101
"to figure",101
"turns out",101
"we go",101
"whats up",101
"a local",100
"allowed to",100
"as my",100
"for any",100
"here at",100
"how they",100
"i bet",100
"in january",100
"in mind",100
"ive ever",100
"just dont",100
"leave the",100
"level of",100
"me as",100
"my birthday",100
"no way",100
"or at",100
"so what",100
"story of",100
"the race",100
"the video",100
"the worlds",100
"to celebrate",100
"to drive",100
"to offer",100
"use it",100
"was born",100
"we went",100
"youre a",100
"all your",99
"cant get",99
"excited about",99
"for each",99
"friday night",99
"help me",99
"i agree",99
"just saw",99
"let you",99
"my last",99
"of each",99
"our lives",99
"out at",99
"real estate",99
"said to",99
"should not",99
"that some",99
"the head",99
"the nfl",99
"the playoffs",99
"the series",99
"the store",99
"to just",99
"to new",99
"will you",99
"world of",99
"agreed to",98
"at one",98
"attention to",98
"be used",98
"dealing with",98
"found the",98
"from their",98
"get me",98
"have more",98
"im sorry",98
"is how",98
"is too",98
"it or",98
"last years",98
"led to",98
"love my",98
"moment when",98
"money to",98
"never been",98
"no problem",98
"sometimes i",98
"terms of",98
"the amount",98
"the kind",98
"them i",98
"then we",98
"thinking of",98
"this blog",98
"was really",98
"what happens",98
"with two",98
"you say",98
"a home",97
"and dont",97
"and well",97
"at night",97
"at our",97
"but no",97
"can only",97
