"word","freq"
"mexico",157
"politics",157
"selling",157
"worried",157
"youth",157
"animal",156
"iphone",156
"managed",156
"proposal",156
"serving",156
"sexy",156
"tournament",156
"accept",155
"al",155
"edge",155
"foreign",155
"funding",155
"grace",155
"grown",155
"gun",155
"hundreds",155
"jr",155
"l",155
"lately",155
"nor",155
"somehow",155
"chairman",154
"colors",154
"davis",154
"inspiration",154
"mile",154
"mouth",154
"placed",154
"quote",154
"sites",154
"tears",154
"tweeting",154
"vacation",154
"activities",153
"copy",153
"craft",153
"exercise",153
"focused",153
"generally",153
"houston",153
"injury",153
"limit",153
"meanwhile",153
"ordered",153
"proposed",153
"row",153
"speech",153
"t",153
"ugh",153
"authority",152
"becomes",152
"gain",152
"investment",152
"kevin",152
"mass",152
"plate",152
"sing",152
"sleeping",152
"strange",152
"writers",152
"apartment",151
"behavior",151
"bike",151
"blues",151
"campus",151
"estate",151
"increased",151
"junior",151
"passing",151
"path",151
"published",151
"singing",151
"solid",151
"status",151
"systems",151
"adults",150
"asleep",150
"background",150
"boyfriend",150
"comfortable",150
"diego",150
"empty",150
"inc",150
"moon",150
"print",150
"produce",150
"suit",150
"windows",150
"assistant",149
"circle",149
"clients",149
"colorado",149
"failure",149
"parties",149
"ppl",149
"sending",149
"shown",149
"taylor",149
"awkward",148
"balance",148
"damage",148
"desire",148
"direct",148
"drinks",148
"emotional",148
"golf",148
"lakers",148
"larger",148
"net",148
"region",148
"remaining",148
"sides",148
"slowly",148
"sucks",148
"tim",148
"waste",148
"wondering",148
"completed",147
"europe",147
"hole",147
"honestly",147
"joke",147
"lie",147
"papers",147
"pounds",147
"recovery",147
"storm",147
"understanding",147
"william",147
"wit",147
"worlds",147
"challenges",146
"ending",146
"killing",146
"memories",146
"offense",146
"peoples",146
"perform",146
"playoffs",146
"purpose",146
"repeat",146
"richard",146
"shared",146
"spoke",146
"therefore",146
"trail",146
"truck",146
"younger",146
"choices",145
"division",145
"feature",145
"hed",145
"package",145
"paint",145
"suddenly",145
"terrible",145
"tips",145
"van",145
"activity",144
"aside",144
"blame",144
"christie",144
"defensive",144
"develop",144
"illegal",144
"letting",144
"massive",144
"population",144
"uses",144
"visitors",144
"apply",143
"claims",143
"crew",143
"decades",143
"england",143
"filed",143
"frank",143
"hopes",143
"illinois",143
"jeff",143
"pack",143
"thx",143
"tied",143
"admit",142
"feb",142
"figured",142
"giants",142
"incredible",142
"injuries",142
"replace",142
"theater",142
"accident",141
"active",141
"ad",141
"arms",141
"brewers",141
"committed",141
"driver",141
"honest",141
"jason",141
"mood",141
"noted",141
"require",141
"solution",141
"views",141
"arm",140
"basic",140
"bear",140
"chose",140
"degrees",140
"doors",140
"drama",140
"european",140
"gop",140
"heads",140
"inch",140
"juice",140
"male",140
"officially",140
"rush",140
"sen",140
"usa",140
"v",140
"bands",139
"boss",139
"chef",139
"cutting",139
"drugs",139
"foods",139
"harder",139
"houses",139
"machine",139
"musical",139
"neighbors",139
"plastic",139
"presidential",139
"prosecutors",139
"studies",139
"suggested",139
"thus",139
"variety",139
"videos",139
"yours",139
"ate",138
"browns",138
"gym",138
"herself",138
"lay",138
"native",138
"phoenix",138
"sexual",138
"spanish",138
"violence",138
"basis",137
"carolina",137
"concept",137
"dancing",137
"described",137
"egg",137
"maryland",137
"pleasure",137
"presence",137
"transportation",137
"atlanta",136
"barely",136
"bible",136
"horse",136
"issued",136
"markets",136
"ms",136
"offensive",136
"provides",136
"separate",136
"sets",136
"standards",136
"update",136
"advance",135
"documents",135
"exchange",135
"grab",135
"leads",135
"pray",135
"protection",135
"village",135
"wanting",135
"zone",135
"believed",134
"buildings",134
"communities",134
"crap",134
"critical",134
"feelings",134
"incident",134
"ingredients",134
"item",134
"oven",134
"staying",134
"stone",134
"stretch",134
"target",134
"theyll",134
"allowing",133
"bc",133
"conditions",133
"corporate",133
"cuz",133
"deals",133
"earned",133
"hadnt",133
"kiss",133
"pants",133
"professor",133
"taught",133
"threw",133
"woke",133
"anniversary",132
"aware",132
"chat",132
"consumers",132
"entered",132
"experienced",132
"hitting",132
"jan",132
"operations",132
"pitch",132
"smh",132
"task",132
"tuned",132
"animals",131
"awards",131
"boat",131
"comedy",131
"dan",131
"fifth",131
"flat",131
"fox",131
